7.056889719677957862e-01,3.105466338324476272e-01,2.218750000000000000e+00,1.708051736289428052e-02,7.000000000000000000e+00
3.682662692365440416e-01,3.425506783124080967e-01,2.218750000000000000e+00,5.622711331727171802e-02,7.000000000000000000e+00
6.120828459207834360e-01,1.999711108574250829e-01,2.218750000000000000e+00,2.212740858299299881e-02,4.000000000000000000e+00
1.325253060241330105e-01,1.684213714421506636e-01,2.218750000000000000e+00,6.353406881028371596e-03,4.000000000000000000e+00
2.202829193941634178e-01,1.231026939125451081e-01,2.218750000000000000e+00,1.309167502892851463e-02,3.000000000000000000e+00
7.965116992076544111e-01,3.892113031100093989e-01,2.218750000000000000e+00,6.917829644688906765e-02,3.000000000000000000e+00
5.480003687657615252e-01,8.414894682766926870e-02,2.218750000000000000e+00,9.844823976532411300e-03,1.000000000000000000e+00
5.698312802507929931e-01,6.264703758151280999e-01,2.218750000000000000e+00,2.438970184544271905e-02,3.000000000000000000e+00
6.272360695721391766e-01,5.960156280942251472e-01,2.218750000000000000e+00,8.536849638626710368e-02,6.000000000000000000e+00
3.044100546601167245e-01,4.097761790381313496e-01,2.218750000000000000e+00,4.883683295070651714e-02,6.000000000000000000e+00
5.444360706379172132e-01,5.640814767011395059e-01,2.218750000000000000e+00,1.251721853442823440e-02,5.000000000000000000e+00
1.282733153579011243e-01,3.313957416471936535e-01,2.218750000000000000e+00,5.917380470518057017e-02,2.000000000000000000e+00
2.880055075320812064e-01,1.495059723642734595e-01,2.218750000000000000e+00,2.241517768799830557e-02,6.000000000000000000e+00
2.188671926866509743e-01,2.790155325736731196e-01,2.218750000000000000e+00,2.120880265991877123e-02,5.000000000000000000e+00
1.000000000000000000e+00,2.801245028854196240e-01,2.218750000000000000e+00,1.872288930015202774e-02,6.000000000000000000e+00
5.437156430746186153e-01,1.946289492506296237e-01,2.218750000000000000e+00,3.639193201503243547e-01,5.000000000000000000e+00
4.890459427661117964e-01,3.431238016247812883e-01,2.218750000000000000e+00,3.388745903944908461e-02,5.000000000000000000e+00
2.259096615851930445e-01,9.476570672394793449e-02,2.218750000000000000e+00,1.950882773277313187e-01,2.000000000000000000e+00
5.557317927788283374e-01,1.324706973233277518e-01,2.218750000000000000e+00,1.482025641443366487e-02,6.000000000000000000e+00
6.272360695721391766e-01,5.960156280942251472e-01,2.218750000000000000e+00,8.536849638626710368e-02,6.000000000000000000e+00
5.698312802507929931e-01,6.264703758151280999e-01,2.218750000000000000e+00,2.438970184544271905e-02,3.000000000000000000e+00
5.480003687657615252e-01,8.414894682766926870e-02,2.218750000000000000e+00,9.844823976532411300e-03,1.000000000000000000e+00
8.570719364488226244e-01,3.842046283202128487e-01,2.218750000000000000e+00,5.067778163225428872e-02,3.000000000000000000e+00
4.301648285166139174e-01,2.713738884086974723e-01,2.218750000000000000e+00,1.813840235273779175e-02,3.000000000000000000e+00
1.583025686169140245e-01,9.264328665251719830e-01,2.218750000000000000e+00,3.181889119112185638e-02,4.000000000000000000e+00
6.373779379986627136e-01,1.968189326393726402e-01,2.218750000000000000e+00,3.663952686156929373e-01,4.000000000000000000e+00
1.453692612454454969e-01,7.166045006488408475e-01,2.218750000000000000e+00,9.198479619348900460e-01,7.000000000000000000e+00
7.628664547282005826e-01,2.773450877973659412e-01,2.218750000000000000e+00,3.578508305788649646e-02,7.000000000000000000e+00
1.917432123743204042e-01,2.986974258376103863e-01,2.218750000000000000e+00,1.066253534382507855e-02,4.000000000000000000e+00
2.720970076598581144e-01,4.453680686443303727e-01,2.218750000000000000e+00,4.039955030791687884e-02,7.000000000000000000e+00
3.096643915735030617e-01,2.105599135189538396e-01,2.218750000000000000e+00,2.492344650164517519e-02,7.000000000000000000e+00
1.239163657363460819e-01,8.291347002867945903e-01,2.218750000000000000e+00,7.667097921509870295e-02,4.000000000000000000e+00
6.407572893296680228e-01,9.546300675400196667e-01,2.218750000000000000e+00,1.307728165678956611e-01,7.000000000000000000e+00
5.036083741936211444e-01,2.114126091788261219e-01,2.218750000000000000e+00,1.300018812016102282e-02,4.000000000000000000e+00
5.500127690110043766e-01,2.655331561155286346e-01,2.218750000000000000e+00,3.642454082078016436e-02,3.000000000000000000e+00
4.737622029686986425e-01,8.394392710616993547e-02,2.218750000000000000e+00,1.402352377218979602e-02,1.000000000000000000e+00
2.202829193941634178e-01,7.703150081425445828e-02,2.218750000000000000e+00,1.455387249727497778e-01,3.000000000000000000e+00
2.046774417056224649e-01,3.241478285382792812e-01,2.218750000000000000e+00,2.602859918136425643e-02,5.000000000000000000e+00
6.956225095471697539e-01,2.363364839583716737e-01,2.218750000000000000e+00,3.715381375028899147e-02,6.000000000000000000e+00
1.646118579077614497e-01,5.298478427498736210e-01,2.218750000000000000e+00,3.477649807190766329e-02,6.000000000000000000e+00
2.994551211593627915e-01,6.124638012054227643e-01,2.218750000000000000e+00,3.012433467530522407e-02,5.000000000000000000e+00
2.413162274767939319e-01,1.335144340873244129e-01,2.218750000000000000e+00,1.841620656334491679e-02,2.000000000000000000e+00
2.718178236823324823e-01,1.574784438071230308e-01,2.218750000000000000e+00,2.250220661769292488e-02,5.000000000000000000e+00
1.105148303120460779e-01,1.138208919755746978e-01,2.218750000000000000e+00,2.102372769195312296e-01,2.000000000000000000e+00
6.711225063690990922e-01,8.270565458370512379e-01,2.218750000000000000e+00,2.758899019464225097e-02,5.000000000000000000e+00
4.788185915885905808e-01,3.178364827934869186e-01,2.218750000000000000e+00,1.511743316645303842e-02,5.000000000000000000e+00
3.286786817690977580e-01,1.897317736302702174e-01,2.218750000000000000e+00,4.480364028081727790e-02,6.000000000000000000e+00
7.010133464705445849e-01,8.632029205991235132e-01,2.218750000000000000e+00,3.378714467653215481e-01,5.000000000000000000e+00
4.964861119388591648e-01,3.117208376919438639e-01,2.218750000000000000e+00,6.541599156419242167e-02,6.000000000000000000e+00
6.591985043862635951e-01,1.245471510412905075e-01,2.218750000000000000e+00,2.750074843240574510e-02,1.000000000000000000e+00
2.202829193941634178e-01,1.276737017941555474e-01,2.218750000000000000e+00,1.186655026533661901e-02,3.000000000000000000e+00
1.808763194343271374e-01,7.189412595200208589e-01,2.218750000000000000e+00,6.553652089544934056e-02,1.000000000000000000e+00
4.499589657131441989e-01,1.249828179494766184e-01,2.218750000000000000e+00,3.036595058520317331e-02,3.000000000000000000e+00
2.874612148582868509e-01,2.569130087343061142e-01,2.218750000000000000e+00,3.951437922788916812e-02,4.000000000000000000e+00
1.229604636691611907e-01,6.504437046131766875e-01,2.218750000000000000e+00,1.311206372733531578e-01,4.000000000000000000e+00
6.584569039439510663e-01,2.411078520223564614e-01,2.218750000000000000e+00,2.866890284578699905e-02,7.000000000000000000e+00
5.925298381591206365e-01,1.699893063577081476e-01,2.218750000000000000e+00,3.087718244708764215e-01,4.000000000000000000e+00
8.619408156523541420e-01,3.320038115030042314e-01,2.218750000000000000e+00,2.892123757301456877e-02,7.000000000000000000e+00
6.769000978995102225e-01,2.244639782679095086e-01,2.218750000000000000e+00,1.418722338608619481e-02,4.000000000000000000e+00
1.666347582426990770e-01,8.495854175063544123e-01,2.218750000000000000e+00,5.222256971877724252e-02,7.000000000000000000e+00
