7.596807401639500412e-01,7.224836379312596923e-01,2.218750000000000000e+00,1.894614354653789343e-02,7.000000000000000000e+00
8.373121758282068283e-01,7.869599864139309453e-01,2.218750000000000000e+00,3.329341761706027664e-02,7.000000000000000000e+00
2.219873117356193637e-01,8.437184025918039731e-01,2.218750000000000000e+00,2.111610703120030824e-02,7.000000000000000000e+00
4.848255642164382428e-01,5.386353838717684583e-01,2.218750000000000000e+00,2.400524653153219418e-02,5.000000000000000000e+00
2.252950416664947220e-01,8.577878221792577529e-01,2.218750000000000000e+00,5.166618555793120286e-03,4.000000000000000000e+00
1.857371217531512686e-01,6.502214267985212404e-01,2.218750000000000000e+00,5.547901305843269681e-02,4.000000000000000000e+00
1.694751834096120402e-01,4.968007420083868086e-01,2.218750000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00
4.437596142532772986e-02,0.000000000000000000e+00,2.218750000000000000e+00,2.795519002164173830e-02,5.000000000000000000e+00
2.393635384552341983e-01,9.297652484029836906e-01,2.218750000000000000e+00,1.291108295130037956e-02,4.000000000000000000e+00
0.000000000000000000e+00,9.393643287306170375e-01,2.218750000000000000e+00,7.223480715694093404e-03,2.000000000000000000e+00
7.725111249294427385e-01,8.305712680766568212e-01,2.218750000000000000e+00,1.446910058760500842e-02,2.000000000000000000e+00
4.590139854725762691e-01,7.847627010150360904e-01,2.218750000000000000e+00,2.130838743768010898e-02,2.000000000000000000e+00
1.000000000000000000e+00,6.547466328756743614e-01,2.218750000000000000e+00,2.730622326380904505e-02,1.000000000000000000e+00
1.000000000000000000e+00,6.547466328756743614e-01,2.218750000000000000e+00,2.730622326380904505e-02,1.000000000000000000e+00
8.359270440019535287e-02,1.000000000000000000e+00,2.218750000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.525743377877546325e-01,8.637265019791244836e-01,2.218750000000000000e+00,3.088803702743298310e-02,6.000000000000000000e+00
5.752230280569285981e-01,1.981763315000849013e-01,2.218750000000000000e+00,5.438757712009941736e-01,3.000000000000000000e+00
5.752230280569285981e-01,1.981763315000849013e-01,2.218750000000000000e+00,5.438757712009941736e-01,3.000000000000000000e+00
9.380624443930559719e-01,7.475943513305203236e-01,2.218750000000000000e+00,1.818215918338723230e-02,6.000000000000000000e+00
1.311659636861653433e-01,1.235156566382317189e-01,2.218750000000000000e+00,4.998927698326883357e-02,6.000000000000000000e+00
5.752230280569285981e-01,1.981763315000849013e-01,2.218750000000000000e+00,5.438757712009941736e-01,3.000000000000000000e+00
